eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.9337813854217529,0.7917355371900826,0.7315789473684211,0.9205298013245033,0.8152492668621701,8.6047,70.311,35.213,2.0
0.9957595467567444,0.7871287128712872,0.7289473684210527,0.9141914191419142,0.8111273792093704,4.8958,123.78,61.89,2.0
1.0325078964233398,0.7851239669421488,0.7429378531073446,0.8708609271523179,0.801829268292683,3.0735,196.842,98.584,4.0
1.1264163255691528,0.7607260726072608,0.7135135135135136,0.8712871287128713,0.7845468053491828,6.1294,98.868,49.434,4.0
0.6504951119422913,0.8132231404958677,0.7441860465116279,0.9536423841059603,0.8359941944847605,2.894,209.055,52.523,6.0
0.7907764911651611,0.7755775577557755,0.707196029776675,0.9405940594059405,0.8073654390934845,4.1436,146.251,36.684,6.0
